"광고그룹 보고서(2026.05.12.~2026.05.18.),2416927"
캠페인유형,캠페인,광고그룹,일별,매체이름,PC/모바일 매체,검색/콘텐츠 매체,상세지역,노출수,클릭수,클릭률(%),평균 CPC,총비용,총 전환수,직접전환수,간접전환수,총 전환율(%),총 전환매출액(원),직접전환매출액(원),간접전환매출액(원),총 전환당비용(원),총 광고수익률(%),구매완료 전환수,구매완료 전환매출액(원),구매완료 광고수익률(%)
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경기도 화성시 동탄구,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,경기도 화성시 동탄구,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,경기도 화성시 만세구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경기도 화성시 만세구,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,경기도 화성시 만세구,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.18.,네이버 통합검색 - PC,PC,검색,경기도 화성시 만세구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경기도 화성시 병점구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,경기도 화성시 병점구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,경기도 화성시 효행구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경기도 화성시 효행구,2,1,50,2191,2191,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,경기도 화성시 효행구,2,1,50,1850,1850,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.13.,네이버 통합검색 - PC,PC,검색,경상남도 거제시,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,경상남도 거제시,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,경상남도 거제시,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경상남도 거제시,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,경상남도 거제시,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.13.,네이버 통합검색 - PC,PC,검색,경상남도 김해시,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,경상남도 김해시,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,경상남도 김해시,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경상남도 김해시,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,경상남도 김해시,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.13.,네이버 통합검색 - PC,PC,검색,경상남도 남해군,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,경상남도 남해군,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.13.,네이버 통합검색 - PC,PC,검색,경상남도 밀양시,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,경상남도 밀양시,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경상남도 밀양시,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경상남도 사천시,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.13.,네이버 통합검색 - PC,PC,검색,경상남도 양산시,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,경상남도 양산시,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,경상남도 양산시,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경상남도 양산시,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,경상남도 양산시,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,경상남도 진주시,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경상남도 진주시,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,경상남도 창녕군,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경상남도 창녕군,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경상남도 창원시 마산합포구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,경상남도 창원시 마산회원구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경상남도 창원시 마산회원구,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.13.,네이버 통합검색 - PC,PC,검색,경상남도 창원시 성산구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,경상남도 창원시 성산구,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,경상남도 창원시 성산구,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경상남도 창원시 의창구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,경상남도 창원시 의창구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,경상남도 창원시 진해구,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경상남도 창원시 진해구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,경상남도 통영시,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경상남도 통영시,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경상남도 하동군,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,경상남도 함양군,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.13.,네이버 통합검색 - PC,PC,검색,경상북도 경산시,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경상북도 경산시,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.13.,네이버 통합검색 - PC,PC,검색,경상북도 경주시,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,경상북도 경주시,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,경상북도 경주시,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,경상북도 경주시,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,경상북도 고령군,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,경상북도 구미시,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경상북도 구미시,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,경상북도 김천시,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,경상북도 김천시,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경상북도 문경시,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,경상북도 문경시,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.13.,네이버 통합검색 - PC,PC,검색,경상북도 봉화군,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,경상북도 안동시,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경상북도 안동시,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,경상북도 안동시,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,경상북도 영양군,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,경상북도 영주시,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경상북도 영천시,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,경상북도 예천군,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,경상북도 울진군,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,경상북도 의성군,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,경상북도 의성군,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,경상북도 칠곡군,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,경상북도 포항시 남구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,경상북도 포항시 남구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,경상북도 포항시 북구,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,경상북도 포항시 북구,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.13.,네이버 통합검색 - PC,PC,검색,광주광역시 광산구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,광주광역시 광산구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,광주광역시 광산구,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,광주광역시 광산구,1,1,100,2135,2135,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,광주광역시 광산구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,광주광역시 남구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,광주광역시 동구,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,광주광역시 동구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,광주광역시 북구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,광주광역시 북구,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,광주광역시 북구,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,광주광역시 북구,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,광주광역시 서구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,광주광역시 서구,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,광주광역시 서구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,광주광역시 서구,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,국내 - 상세 위치 확인불가,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,국내 - 상세 위치 확인불가,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,국내 - 상세 위치 확인불가,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,국내 - 상세 위치 확인불가,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,대구광역시 군위군,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,대구광역시 남구,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.13.,네이버 통합검색 - PC,PC,검색,대구광역시 달서구,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,대구광역시 달서구,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,대구광역시 달서구,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,대구광역시 달서구,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,대구광역시 달성군,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,대구광역시 달성군,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,대구광역시 달성군,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,대구광역시 동구,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,대구광역시 동구,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,대구광역시 동구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,대구광역시 동구,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.13.,네이버 통합검색 - PC,PC,검색,대구광역시 북구,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,대구광역시 북구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,대구광역시 북구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,대구광역시 북구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.15.,네이버 통합검색 - PC,PC,검색,대구광역시 서구,2,1,50,5441,5441,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.16.,네이버 통합검색 - PC,PC,검색,대구광역시 서구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.17.,네이버 통합검색 - PC,PC,검색,대구광역시 서구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.13.,네이버 통합검색 - PC,PC,검색,대구광역시 수성구,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파워링크,쉐라폰 파워링크 PC(삭제),# 중고폰 키워드 PC(삭제),2026.05.14.,네이버 통합검색 - PC,PC,검색,대구광역시 수성구,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
